EventNumber DecayParticle1_ime DecayParticle1_bozon DecayParticle1_mass DecayParticle1_px DecayParticle1_py DecayParticle1_pz DecayParticle1_E DecayParticle1_pt DecayParticle2_ime DecayParticle2_bozon DecayParticle2_mass DecayParticle2_px DecayParticle2_py DecayParticle2_pz DecayParticle2_E DecayParticle2_pt
9434 b 0 4.18 9.312 1.73 -41.013 42.2995 9.47134 b 0 4.18 19.788 32.87 -24.087 45.4935 38.3667
9435 W+ 1 80.4 -9.102 35.696 16.473 89.9587 36.8382 W- 1 80.4 -15.498 41.904 80.427 122.183 44.6781
9436 b 0 4.18 44.568 -8.512 -0 45.5657 45.3736 b 0 4.18 17.332 -21.888 -17.1 33.0055 27.9192
9437 Z 1 91.2 31.35 -0.998 1.776 96.4594 31.3659 Z 1 91.2 1.65 -98.802 42.624 141.063 98.8158
9438 b 0 4.18 -53.3 -12.293 -6.208 55.2089 54.6992 b 0 4.18 -28.7 -52.407 -32.592 68.1901 59.751
9439 b 0 4.18 -0.8 -7.074 1.732 8.43526 7.11909 b 0 4.18 -0.2 -32.226 84.868 90.8769 32.2266
9440 b 0 4.18 1.76 -18.648 -1.258 19.2328 18.7309 b 0 4.18 1.44 -47.952 -6.142 48.5455 47.9736
9441 b 0 4.18 -17.43 11.55 29.16 36.1246 20.9095 b 0 4.18 -24.07 40.95 51.84 70.4353 47.5002
9442 b 0 4.18 12.47 -9.512 -38.472 41.7558 15.6837 b 0 4.18 30.53 -23.288 -53.128 65.6846 38.3981
9443 b 0 4.18 -73.15 2.805 17.694 75.4277 73.2038 b 0 4.18 -21.85 53.295 80.606 99.1594 57.6002
9444 b 0 4.18 10.738 14.722 21.744 28.6761 18.222 b 0 4.18 7.462 71.878 68.856 99.9037 72.2643
9445 b 0 4.18 -76.992 -0.116 -1.658 77.1233 76.9921 b 0 4.18 -3.208 -5.684 -81.242 81.6109 6.5268
9446 b 0 4.18 -0.761 9.32 35.518 36.9654 9.35102 b 0 4.18 -75.339 13.98 24.682 80.6107 76.6251
9447 b 0 4.18 -9.405 -16.53 -9.52 21.6748 19.0183 b 0 4.18 -7.095 -40.47 -58.48 71.5929 41.0872
9448 b 0 4.18 -9.471 16.238 14.616 24.1759 18.7982 b 0 4.18 -35.629 54.362 11.484 66.1363 64.9973
9449 W+ 1 80.4 47.367 -18.625 -11.592 95.8596 50.8972 W- 1 80.4 35.733 -55.875 -52.808 116.841 66.3239
9450 W+ 1 80.4 48.216 -12.704 0 94.6062 49.8616 W- 1 80.4 9.184 -66.696 20.8 106.909 67.3253
9451 W+ 1 80.4 -62.7 -0.726 2.024 101.981 62.7042 W- 1 80.4 -19.8 -71.874 6.776 109.854 74.5514
9452 W+ 1 80.4 34.932 4.08 -1.3 87.7653 35.1695 W- 1 80.4 7.668 46.92 -11.7 94.1347 47.5424
9453 b 0 4.18 11.97 33.418 -14.94 38.7391 35.4971 b 0 4.18 67.83 34.782 -26.56 80.8307 76.2279
9454 b 0 4.18 78.387 -4.824 -3.675 78.7323 78.5353 b 0 4.18 11.713 -55.476 -69.825 90.0432 56.699
9455 b 0 4.18 -1.5 -29.937 -32.301 44.264 29.9746 b 0 4.18 -11 -28.763 -54.999 63.1718 30.7946
9456 b 0 4.18 -48.921 0.684 -7.332 49.6484 48.9258 b 0 4.18 -21.979 3.116 -49.068 54.0178 22.1988
9457 tau+ 0 1.77 79.54 -0.162 -0 79.5599 79.5402 tau- 0 1.77 2.46 -5.238 -2.6 6.58644 5.7869
9458 b 0 4.18 55.26 7.41 1.58 55.9334 55.7546 b 0 4.18 36.84 12.09 77.42 86.6873 38.7731
9459 W+ 1 80.4 -3.013 5.3 -12.792 81.6392 6.09657 W- 1 80.4 -10.087 15.9 -11.808 83.4155 18.8297
9460 b 0 4.18 4.73 -1.818 -5.136 8.3384 5.06735 b 0 4.18 0.77 -28.482 -59.064 65.7103 28.4924
9461 W+ 1 80.4 39.032 3.88 -28.899 94.0099 39.2244 W- 1 80.4 30.668 73.72 -45.201 121.994 79.8446
9462 b 0 4.18 17.395 5.559 -3.288 19.0203 18.2617 b 0 4.18 7.105 27.141 -24.112 37.2287 28.0556
9463 b 0 4.18 -0.96 -15.708 35.51 39.0653 15.7373 b 0 4.18 -31.04 -19.992 31.49 48.7058 36.921
9464 b 0 4.18 -1.038 -16.354 57.188 59.6362 16.3869 b 0 4.18 -16.262 -46.546 26.912 56.3268 49.305
9465 b 0 4.18 25.296 -1.672 2.145 25.7829 25.3512 b 0 4.18 27.404 -7.128 4.355 28.9521 28.3159
9466 b 0 4.18 8.268 -3.424 -12.132 15.6442 8.94895 b 0 4.18 2.332 -82.176 -55.268 99.1482 82.2091
9467 b 0 4.18 14.5 0 0 15.0905 14.5 b 0 4.18 0 87.5 16.1 89.067 87.5
9468 b 0 4.18 58.278 7.96 12.454 60.2682 58.8191 b 0 4.18 30.022 91.54 35.446 102.736 96.3374
9469 W+ 1 80.4 -24.76 -8.496 4.644 84.6816 26.1771 W- 1 80.4 -37.14 -26.904 8.256 92.9275 45.8607
9470 b 0 4.18 -0.798 -6.525 -1.972 8.03577 6.57362 b 0 4.18 -3.002 -7.975 -3.828 10.2342 8.5213
9471 W+ 1 80.4 -16.023 -16.96 -6.897 84.0006 23.3319 W- 1 80.4 -16.677 -36.04 -29.403 94.37 39.7115
9472 tau+ 0 1.77 75.905 -0.038 2.556 75.9687 75.905 tau- 0 1.77 3.995 -1.862 82.644 82.7804 4.40762
9473 b 0 4.18 -9.975 -14.952 -10.963 21.4645 17.974 b 0 4.18 -7.525 -47.348 -46.737 67.0841 47.9422
9474 b 0 4.18 -4.042 2.548 0.172 6.35075 4.77808 b 0 4.18 -0.258 61.152 8.428 61.8719 61.1525
9475 b 0 4.18 70.799 -4.725 1.584 71.0972 70.9565 b 0 4.18 14.501 -89.775 11.616 91.7727 90.9386
9476 b 0 4.18 -52.572 -0.765 -3.87 52.8853 52.5776 b 0 4.18 -14.828 -3.735 -73.53 75.2194 15.2912
9477 b 0 4.18 2.01 -7.24 -25.404 26.8196 7.51383 b 0 4.18 64.99 -65.16 -3.796 92.2031 92.03
9478 Z 1 91.2 21.528 25.387 10.252 97.6243 33.286 Z 1 91.2 38.272 22.513 82.948 131.032 44.4025
9479 b 0 4.18 -45.276 6.66 0.177 45.9541 45.7632 b 0 4.18 -8.624 37.74 17.523 42.6991 38.7128
9480 b 0 4.18 -70.04 2.208 -3.864 70.3056 70.0748 b 0 4.18 -12.36 71.392 -28.336 77.9101 72.454
9481 b 0 4.18 11.259 7.14 -14.859 20.3962 13.3321 b 0 4.18 30.441 13.86 -23.241 40.9435 33.4478
9482 b 0 4.18 26.27 -20.904 2.172 33.901 33.5722 b 0 4.18 10.73 -59.496 70.228 92.7597 60.4558
9483 b 0 4.18 26.586 -10.78 40.279 49.6276 28.6884 b 0 4.18 36.714 -87.22 45.421 105.051 94.6322
9484 b 0 4.18 2.742 -3.358 31.027 31.606 4.33529 b 0 4.18 42.958 -11.242 12.673 46.3665 44.4046
9485 b 0 4.18 26.144 4.777 16.32 31.4665 26.5768 b 0 4.18 34.656 23.323 24.48 48.5978 41.7732
9486 b 0 4.18 54.15 -15.36 16.245 58.7327 56.2863 b 0 4.18 40.85 -48.64 69.255 94.0654 63.5183
9487 b 0 4.18 6.66 -20.284 -4.828 22.284 21.3494 b 0 4.18 59.94 -71.916 -2.272 93.7409 93.6201
9488 b 0 4.18 9.228 -59.202 7.049 60.4747 59.9169 b 0 4.18 67.672 -26.598 30.051 78.7876 72.7114
9489 b 0 4.18 53.405 0.868 -1.32 53.5916 53.4121 b 0 4.18 43.695 85.932 -1.68 96.5083 96.4031
9490 W+ 1 80.4 0.864 -37.66 9.968 89.3451 37.6699 W- 1 80.4 42.336 -16.14 25.632 95.781 45.3082
9491 b 0 4.18 61.938 1.224 0.726 62.0952 61.9501 b 0 4.18 21.762 3.876 35.574 42.0903 22.1045
9492 b 0 4.18 -48.3 1.92 -11.063 49.7638 48.3381 b 0 4.18 -9.2 62.08 -74.037 97.1469 62.758
9493 b 0 4.18 34.356 6.048 0.608 35.1391 34.8843 b 0 4.18 6.544 44.352 14.592 47.332 44.8322
9494 b 0 4.18 -2.08 62.946 1.566 63.1383 62.9804 b 0 4.18 -8.32 17.754 76.734 79.3096 19.6068
9495 b 0 4.18 92.218 0.704 0 92.3154 92.2207 b 0 4.18 1.882 34.496 10 36.2076 34.5473
9496 Z 1 91.2 -27.76 -2.926 8.604 95.7635 27.9138 Z 1 91.2 -6.94 -23.674 86.996 128.43 24.6703
9497 b 0 4.18 -35.904 4.488 12.908 38.6436 36.1834 b 0 4.18 -20.196 15.912 79.292 83.4612 25.7113
9498 W+ 1 80.4 3.594 -7.216 11.592 81.6304 8.06148 W- 1 80.4 56.306 -25.584 4.508 101.535 61.8458
9499 b 0 4.18 0.399 -18.239 -3.528 19.0457 18.2434 b 0 4.18 1.501 -11.661 -16.072 20.3473 11.7572
9500 b 0 4.18 28.16 6.177 -4.011 29.4058 28.8295 b 0 4.18 15.84 15.123 -53.289 57.765 21.9
9501 b 0 4.18 67.745 3.096 -5.301 68.1509 67.8157 b 0 4.18 11.955 48.504 -53.599 73.3886 49.9556
9502 b 0 4.18 44.395 -20.31 -1.27 49.0153 48.8202 b 0 4.18 23.905 -47.39 -24.13 58.455 53.0779
9503 W+ 1 80.4 11.666 -1.918 2.278 81.2965 11.8226 W- 1 80.4 49.734 -11.782 1.122 95.277 51.1105
9504 W+ 1 80.4 -35.875 2.696 -38.556 96.151 35.9762 W- 1 80.4 -51.625 31.004 -37.044 107.064 60.2195
9505 W+ 1 80.4 -16.1 9.86 -36.076 90.1225 18.8793 W- 1 80.4 -48.3 48.14 -26.124 108.614 68.1935
9506 W+ 1 80.4 -14.1 -8.338 0.33 82.0524 16.3808 W- 1 80.4 -4.7 -29.562 10.67 86.4524 29.9333
9507 b 0 4.18 -15.98 -13.57 -8.802 23.1182 20.9644 b 0 4.18 -7.52 -45.43 -88.998 100.292 46.0482
9508 W+ 1 80.4 54.999 -13.32 -8.483 98.6835 56.589 W- 1 80.4 32.301 -53.28 -41.417 109.826 62.3066
9509 b 0 4.18 -40.15 19.719 -5.058 45.2097 44.731 b 0 4.18 -14.85 74.181 -79.242 109.636 75.6528
9510 b 0 4.18 -13.413 45.472 -26.214 54.3347 47.409 b 0 4.18 -65.487 47.328 -50.886 95.579 80.799
9511 b 0 4.18 -46.569 -6.704 -26.298 54.0617 47.0491 b 0 4.18 -35.131 -35.196 -71.102 86.8672 49.7287
9512 Z 1 91.2 -0.783 -0.858 1.028 91.2132 1.16157 Z 1 91.2 -0.117 -6.942 50.372 104.417 6.94299
9513 b 0 4.18 -6.98 -10.571 -21.168 25.0205 12.6675 b 0 4.18 -27.92 -23.529 -22.032 42.8488 36.5122
9514 b 0 4.18 -46.644 -5.301 11.628 48.5432 46.9443 b 0 4.18 -20.956 -22.599 85.272 90.767 30.8199
9515 b 0 4.18 33.74 20.58 7.389 40.4227 39.5212 b 0 4.18 14.46 77.42 74.711 108.638 78.7588
9516 b 0 4.18 5.8 2.912 -18.238 19.8045 6.48997 b 0 4.18 5.8 7.488 -64.662 65.4855 9.47154
9517 W+ 1 80.4 -2.814 65.949 2.404 104.053 66.009 W- 1 80.4 -37.386 8.151 57.696 106.1 38.2642
9518 b 0 4.18 -41.139 26.53 0.798 49.1362 48.9516 b 0 4.18 -24.161 49.27 39.102 67.5109 54.8752
9519 W+ 1 80.4 -3.96 19.698 -4.263 82.9821 20.0921 W- 1 80.4 -1.54 74.102 -56.637 123.148 74.118
9520 b 0 4.18 -3.281 -55.278 -7.74 56.0696 55.3753 b 0 4.18 -16.019 -19.422 -78.26 82.316 25.1758
9521 b 0 4.18 -13.33 42.336 -12.51 46.3033 44.385 b 0 4.18 -29.67 36.064 -70.89 84.9929 46.7003
9522 Z 1 91.2 18.103 -13.878 0.312 94.0099 22.8105 Z 1 91.2 23.997 -63.222 0.488 113.537 67.6231
9523 b 0 4.18 2.05 -13.062 -22.419 26.361 13.2219 b 0 4.18 38.95 -18.038 -19.881 47.4889 42.924
9524 W+ 1 80.4 -35.428 -0.594 -22.62 90.7266 35.433 W- 1 80.4 -16.672 -9.306 -64.38 104.754 19.0934
9525 b 0 4.18 2.674 23.798 17.18 29.7678 23.9478 b 0 4.18 35.526 8.802 68.72 77.971 36.6002
9526 b 0 4.18 20.448 -2.46 -3.024 21.2318 20.5954 b 0 4.18 8.352 -9.84 -30.576 33.4506 12.9066
9527 b 0 4.18 4.891 7.429 -6.678 11.8819 8.89449 b 0 4.18 2.409 31.671 -41.022 52.0493 31.7625
9528 b 0 4.18 -3.762 -5.192 -37.842 38.6083 6.41167 b 0 4.18 -6.138 -42.008 -36.358 56.0511 42.4541
9529 W+ 1 80.4 60.879 -1.664 0.805 100.865 60.9017 W- 1 80.4 6.021 -81.536 10.695 115.165 81.758
9530 b 0 4.18 39.364 0.5 -1.76 39.6276 39.3672 b 0 4.18 36.336 12 -2.24 38.559 38.2662
9531 W+ 1 80.4 -49.49 -0.009 -0.504 94.4123 49.49 W- 1 80.4 -1.01 -0.891 -49.896 94.6339 1.34684
9532 b 0 4.18 4.836 0.871 -40.734 41.2417 4.91381 b 0 4.18 75.764 86.229 -3.066 114.902 114.785
9533 b 0 4.18 33.263 5.562 30.816 45.8744 33.7248 b 0 4.18 56.637 15.038 54.784 80.3284 58.5994
9534 b 0 4.18 -17.112 0.57 19.964 26.6304 17.1215 b 0 4.18 -10.488 5.13 51.336 52.8126 11.6754
9535 b 0 4.18 41.238 3.816 -0.068 41.6247 41.4142 b 0 4.18 6.162 27.984 -6.732 29.7299 28.6544
9536 b 0 4.18 -43.562 -10.404 26.334 52.1233 44.7872 b 0 4.18 -51.138 -76.296 36.366 98.8743 91.8486
9537 b 0 4.18 -78.88 6.314 -0.704 79.2458 79.1323 b 0 4.18 -13.92 38.786 -69.696 81.0748 41.2083
9538 W+ 1 80.4 44.252 -9.01 -9.78 92.732 45.1599 W- 1 80.4 51.948 -17.49 -39.12 104.876 54.8133
9539 b 0 4.18 43.615 27.132 -4.356 51.7191 51.3655 b 0 4.18 27.885 69.768 -35.244 83.0949 75.1342
9540 b 0 4.18 12.914 47.328 25.05 55.2421 49.0582 b 0 4.18 45.786 51.272 58.45 90.3275 68.7399
9541 W+ 1 80.4 41.148 -2.436 4.795 90.4779 41.22 W- 1 80.4 9.652 -14.964 91.105 122.806 17.8068
9542 b 0 4.18 79.344 -6.784 2.035 79.7691 79.6335 b 0 4.18 11.856 -78.016 38.665 87.9745 78.9117
9543 Z 1 91.2 36.423 0.7 -0.462 98.2078 36.4297 Z 1 91.2 14.877 9.3 -1.638 92.8867 17.5447
9544 b 0 4.18 64.61 8.762 -3.228 65.415 65.2014 b 0 4.18 27.69 24.938 -77.472 86.0699 37.2645
9545 W+ 1 80.4 11.513 1.344 -14.476 82.511 11.5912 W- 1 80.4 28.187 4.256 -16.324 86.8519 28.5065
9546 Z 1 91.2 1.45 10.464 -36.159 98.6738 10.564 Z 1 91.2 4.35 33.136 -34.741 103.157 33.4203
9547 b 0 4.18 -2.646 -0.328 -0 4.95795 2.66625 b 0 4.18 -0.0539999 -16.072 -12.5 20.7854 16.0721
9548 b 0 4.18 -2.112 -1.08 0 4.80618 2.37212 b 0 4.18 -0.288 -7.92 11.3 14.4212 7.92523
9549 b 0 4.18 -74.711 0.21 -4.608 74.9699 74.7113 b 0 4.18 -7.389 20.79 -52.992 57.5538 22.064
9550 b 0 4.18 31.746 11.224 -0.15 33.9305 33.6717 b 0 4.18 11.154 37.576 -4.85 39.716 39.1965
9551 b 0 4.18 1.876 -43.45 -15.984 46.5229 43.4905 b 0 4.18 91.924 -43.45 -17.316 103.224 101.676
9552 b 0 4.18 3.66 -8.526 -8.619 13.336 9.27838 b 0 4.18 26.84 -8.874 -13.481 31.5966 28.2689
9553 Z 1 91.2 -19.522 -4.068 16.611 94.821 19.9413 Z 1 91.2 -25.878 -7.232 62.489 113.773 26.8696
9554 b 0 4.18 4.95 11.936 -6.48 15.0477 12.9217 b 0 4.18 4.95 25.364 -29.52 39.4555 25.8425
9555 b 0 4.18 2.085 -19.25 -30.03 35.9748 19.3626 b 0 4.18 39.615 -57.75 -12.87 71.3269 70.0315
9556 b 0 4.18 73.15 -5.012 -7.857 73.8596 73.3215 b 0 4.18 21.85 -30.788 -79.443 88.0567 37.7535
9557 b 0 4.18 17.952 -1.77 2.703 18.7133 18.039 b 0 4.18 8.448 -10.03 13.197 19.0684 13.1137
9558 b 0 4.18 -5.928 -2.01 15.312 17.062 6.2595 b 0 4.18 -1.672 -31.49 80.388 86.453 31.5344
9559 W+ 1 80.4 -5.13 -60.97 -2.976 101.078 61.1854 W- 1 80.4 -80.37 -26.13 -9.424 117.026 84.511
9560 b 0 4.18 -74.1 1.548 2.721 74.2838 74.1162 b 0 4.18 -3.9 75.852 87.979 116.304 75.9522
9561 b 0 4.18 -3.834 -6.324 30.906 32.0522 7.39544 b 0 4.18 -17.466 -14.076 29.694 37.4486 22.432
9562 b 0 4.18 19.019 5.334 -5.256 20.8632 19.7528 b 0 4.18 5.681 32.766 -53.144 62.8303 33.2548
9563 b 0 4.18 9.52 2.028 -6.191 12.2696 9.73361 b 0 4.18 38.08 3.172 -8.909 39.4587 38.2119
9564 W+ 1 80.4 -3.52 -14.592 -6.951 82.0841 15.0106 W- 1 80.4 -2.88 -23.808 -92.349 124.77 23.9816
9565 b 0 4.18 56.347 21.428 8.657 61.0456 60.2839 b 0 4.18 27.753 75.972 70.043 107.077 80.8825
9566 b 0 4.18 -13.44 12.719 43.736 47.673 18.5042 b 0 4.18 -50.56 42.581 34.364 74.6178 66.1019
9567 b 0 4.18 13.527 -39.44 3.155 42.0228 41.6952 b 0 4.18 36.573 -18.56 59.945 72.7525 41.0129
9568 W+ 1 80.4 -36.859 -30.668 2.46 93.6447 47.9491 W- 1 80.4 -53.041 -39.032 13.94 104.859 65.8547
9569 b 0 4.18 16.92 2.187 2.7 17.7717 17.0608 b 0 4.18 1.08 70.713 87.3 112.429 70.7213
9570 b 0 4.18 76.84 1.47 12.74 78.0149 76.8541 b 0 4.18 13.56 72.03 85.26 112.512 73.2953
9571 b 0 4.18 -5.184 -10.452 -24.708 27.6419 11.667 b 0 4.18 -27.216 -69.948 -10.092 75.8469 75.0562
9572 b 0 4.18 -25.198 -3.792 -6.048 26.5211 25.4817 b 0 4.18 -4.102 -59.408 -69.552 91.6575 59.5494
9573 b 0 4.18 -18.414 -0.786 2.904 19.1206 18.4308 b 0 4.18 -1.386 -25.414 69.696 74.3155 25.4518
9574 b 0 4.18 16.434 13.752 -7.53 23.0947 21.4288 b 0 4.18 8.466 43.548 -67.77 81.107 44.3633
9575 b 0 4.18 7.098 26.199 -11.58 29.805 27.1435 b 0 4.18 43.602 10.701 -65.62 79.6185 44.8959
9576 b 0 4.18 -41.4 -0 -0 41.6105 41.4 b 0 4.18 0 -91.1 -38.8 99.1066 91.1
9577 b 0 4.18 5.748 10.79 37.572 39.7315 12.2255 b 0 4.18 42.152 30.71 23.028 57.1634 52.1526
9578 W+ 1 80.4 -6.695 29.078 9.02 86.2315 29.8388 W- 1 80.4 -44.805 14.322 36.08 99.8926 47.0384
9579 b 0 4.18 48.664 -20.349 0 52.9126 52.7472 b 0 4.18 12.936 -76.551 1.8 77.7696 77.6363
9580 b 0 4.18 0.312 -6.412 -19.46 20.9135 6.41959 b 0 4.18 0.288 -16.488 -77.84 79.6773 16.4905
9581 W+ 1 80.4 -69.66 4.98 -3.822 106.565 69.8378 W- 1 80.4 -16.34 36.52 -50.778 103.166 40.0088
9582 tau+ 0 1.77 1.032 51.54 25.952 57.7415 51.5503 tau- 0 1.77 11.868 34.36 55.148 66.0749 36.3519
9583 W+ 1 80.4 50.048 -2.424 7.453 95.0283 50.1067 W- 1 80.4 23.552 -78.376 18.247 116.166 81.8382
9584 b 0 4.18 -11.484 2.205 10.404 16.2006 11.6938 b 0 4.18 -28.116 71.295 4.896 76.9086 76.6387
9585 b 0 4.18 -7.575 -0.476 -22.695 24.2929 7.58994 b 0 4.18 -42.925 -0.924 -21.805 48.3357 42.9349
9586 W+ 1 80.4 -51.85 1.708 -12.662 96.5185 51.8781 W- 1 80.4 -9.15 83.692 -84.738 143.989 84.1907
9587 b 0 4.18 12.96 16.385 -12.495 24.6987 20.8909 b 0 4.18 11.04 40.115 -61.005 73.9606 41.6064
9588 b 0 4.18 17.706 -1.833 -2.508 18.456 17.8006 b 0 4.18 4.994 -59.267 -10.692 60.5748 59.477
9589 W+ 1 80.4 54.606 -11.208 1.425 97.8449 55.7444 W- 1 80.4 41.194 -35.492 6.075 97.2507 54.3749
9590 b 0 4.18 -2.835 -21.289 -11.496 24.7162 21.4769 b 0 4.18 -7.665 -13.611 -84.304 85.8408 15.6209
9591 b 0 4.18 -15.98 -52.704 10.593 56.2384 55.0733 b 0 4.18 -78.02 -20.496 85.707 117.773 80.6673
9592 b 0 4.18 -2.028 0.392 77.2 77.3407 2.06554 b 0 4.18 -13.572 5.208 19.3 24.5211 14.5369
9593 b 0 4.18 -24.998 -50.933 6.462 57.2564 56.7369 b 0 4.18 -61.202 -45.167 29.438 81.6689 76.0641
9594 b 0 4.18 -33.303 3.348 25.482 42.2741 33.4709 b 0 4.18 -31.997 15.252 56.718 67.0137 35.4462
9595 b 0 4.18 -8.84 11.661 -0.63 15.2313 14.633 b 0 4.18 -8.16 78.039 -1.17 78.5844 78.4645
9596 W+ 1 80.4 -0.057 -29.535 20.16 87.9938 29.5351 W- 1 80.4 -1.843 -24.165 27.84 88.4679 24.2352
9597 b 0 4.18 42.456 10.444 -7.4 44.5401 43.7217 b 0 4.18 27.144 64.156 -22.2 73.2332 69.662
9598 b 0 4.18 -1.003 13.281 19.976 24.3701 13.3188 b 0 4.18 -0.697 56.619 70.824 90.7728 56.6233
9599 b 0 4.18 20.192 16.654 -14.95 30.431 26.1739 b 0 4.18 42.908 59.046 -17.55 75.1864 72.9899
9600 b 0 4.18 -34.6 -10.868 12.628 38.6292 36.2667 b 0 4.18 -51.9 -17.732 44.772 70.9228 54.8455
9601 b 0 4.18 -46.97 3.536 -9.52 48.2368 47.1029 b 0 4.18 -20.13 23.664 -46.48 56.063 31.0677
9602 W+ 1 80.4 36.103 -9.555 3.528 88.7205 37.346 W- 1 80.4 9.597 -63.945 40.572 110.866 64.6612
9603 b 0 4.18 38.024 0.783 2.132 38.3204 38.0321 b 0 4.18 29.876 25.317 3.068 39.502 39.1603
9604 b 0 4.18 3.344 45.024 -6.248 45.7696 45.148 b 0 4.18 4.256 48.776 -71.852 87.0482 48.9613
9605 b 0 4.18 20.972 20.217 -5.124 29.8711 29.1299 b 0 4.18 21.828 67.683 -13.176 72.4467 71.1157
9606 b 0 4.18 30.452 -5.82 -1.24 31.3083 31.0032 b 0 4.18 2.648 -91.18 -60.76 109.682 91.2184
9607 b 0 4.18 5.592 18.821 33.394 38.9632 19.6342 b 0 4.18 41.008 46.079 23.206 66.0373 61.6841
9608 b 0 4.18 -22.2 37.048 11.882 44.9894 43.1902 b 0 4.18 -51.8 47.152 33.818 77.8953 70.0468
9609 b 0 4.18 6.975 -3.146 24.219 25.7406 7.65166 b 0 4.18 70.525 -11.154 10.881 72.3468 71.4016
9610 b 0 4.18 -23.65 -22.032 6.846 33.3027 32.3223 b 0 4.18 -31.35 -39.168 25.754 56.5482 50.1693
9611 W+ 1 80.4 -26.754 0.425 0.408 84.7366 26.7574 W- 1 80.4 -0.546 42.075 40.392 99.3291 42.0785
9612 b 0 4.18 -13.593 0.765 6.474 15.6442 13.6145 b 0 4.18 -45.507 0.735 18.426 49.279 45.5129
9613 W+ 1 80.4 78.72 -3.272 -0 112.569 78.788 W- 1 80.4 3.28 -78.528 -9.8 112.861 78.5965
9614 b 0 4.18 0.798 23.051 39.292 45.7528 23.0648 b 0 4.18 3.402 39.249 50.008 63.7991 39.3962
9615 b 0 4.18 -32.28 -9.86 10.406 35.5665 33.7523 b 0 4.18 -48.42 -48.14 13.794 69.7833 68.2785
9616 b 0 4.18 -2.678 -9.36 -8.092 13.3317 9.73557 b 0 4.18 -7.622 -14.04 -15.708 22.791 15.9755
9617 b 0 4.18 57.078 -6.588 6.194 57.9408 57.4569 b 0 4.18 33.522 -30.012 26.406 52.3373 44.9938
9618 W+ 1 80.4 -5.184 0.402 25.806 84.5999 5.19956 W- 1 80.4 -2.916 12.998 52.394 96.8852 13.3211
9619 W+ 1 80.4 11.024 10.478 8.602 82.2768 15.2091 W- 1 80.4 9.776 70.122 16.698 108.423 70.8002
9620 W+ 1 80.4 16.235 -11.22 25.077 86.5013 19.7348 W- 1 80.4 79.265 -14.28 39.223 120.372 80.541
9621 b 0 4.18 -2.76 32.87 5.776 33.7474 32.9857 b 0 4.18 -8.74 53.63 9.424 55.3069 54.3375
9622 b 0 4.18 -61.41 -2.19 -0.636 61.5943 61.449 b 0 4.18 -7.59 -19.71 -62.964 66.5434 21.1209
9623 b 0 4.18 19.116 2.484 -3.78 20.0836 19.2767 b 0 4.18 4.484 18.216 -50.22 53.7722 18.7598
9624 b 0 4.18 32.123 -3.288 0.381 32.5625 32.2908 b 0 4.18 3.177 -37.812 37.719 53.666 37.9452
9625 W+ 1 80.4 -77.805 2.58 0.03 111.913 77.8478 W- 1 80.4 -4.095 61.92 2.97 101.606 62.0553
9626 b 0 4.18 -35.04 -7.36 10.368 37.5092 35.8046 b 0 4.18 -8.76 -84.64 76.032 114.188 85.0921
9627 b 0 4.18 2.457 -18.91 21.882 29.3244 19.069 b 0 4.18 6.643 -42.09 30.218 52.4051 42.611
9628 W+ 1 80.4 18.915 25.215 7.38 86.6729 31.521 W- 1 80.4 29.585 36.285 29.52 97.6087 46.8174
9629 W+ 1 80.4 43.65 -10.506 11.04 92.7456 44.8965 W- 1 80.4 43.65 -20.394 57.96 110.203 48.1792
9630 b 0 4.18 5.94 -9.816 56.21 57.5211 11.4733 b 0 4.18 48.06 -71.984 16.79 88.2657 86.5532
9631 b 0 4.18 -6.873 1.36 2.856 8.64389 7.00626 b 0 4.18 -1.027 25.84 32.844 42.0114 25.8604
9632 tau+ 0 1.77 19.912 -4.568 -44.388 48.8956 20.4293 tau- 0 1.77 32.488 -52.532 -37.812 72.4428 61.7663
9633 b 0 4.18 15.111 -5.556 -17.388 24.063 16.1 b 0 4.18 5.589 -87.044 -65.412 109.106 87.2232
9634 b 0 4.18 67.7 -0 -0 67.8289 67.7 b 0 4.18 0 -75.5 -44.7 87.8397 75.5
9635 b 0 4.18 -28.728 12.231 14.467 34.665 31.2233 b 0 4.18 -51.072 33.069 24.633 65.7736 60.8433
9636 tau+ 0 1.77 9.812 -9.212 6.815 15.1893 13.4587 tau- 0 1.77 34.788 -9.588 16.685 39.7952 36.0851
9637 b 0 4.18 -84.016 -2.76 6.272 84.3986 84.0613 b 0 4.18 -10.384 -66.24 83.328 107.035 67.049
9638 b 0 4.18 29.82 0.45 -9.98 31.7255 29.8234 b 0 4.18 12.78 4.05 -39.92 42.318 13.4064
9639 b 0 4.18 74.205 3.017 0.848 74.3887 74.2663 b 0 4.18 13.095 40.083 9.752 43.4822 42.1678
9640 b 0 4.18 -15.617 -41.514 -9.594 45.5721 44.3543 b 0 4.18 -52.283 -39.886 -27.306 71.3267 65.7602
9641 W+ 1 80.4 -88.543 -2.52 0 119.626 88.5789 W- 1 80.4 -8.757 -25.48 33.1 91.0257 26.9428
9642 b 0 4.18 36.482 -12.832 -22.795 45.0853 38.6729 b 0 4.18 62.118 -67.368 -25.705 95.2644 91.6357
9643 b 0 4.18 8.448 -3.766 -46.123 47.2266 9.2494 b 0 4.18 44.352 -50.034 -13.777 68.3943 66.8618
